9F78;Unprotected Data Envelope 4;Same as Unprotected Data Envelope 1.;Card;binary;;0;192;;
9F79;Unprotected Data Envelope 5;Same as Unprotected Data Envelope 1.;Card;binary;;0;192;;
9F77;VLP Funds Limit;A Visa proprietary data element, Issuer Limit for VLP available funds, is used to reset VLP Available Funds after an online approved transaction.;Card;binary;;var.;var.;;
9F78;VLP Single Transaction Limit;A Visa proprietary data element indicating the maximum amount allowed for single VLP transaction;Card;binary;;var.;var.;;
9F79;VLP Available Funds;A counter that is decremented by the Amount Authorized when a VLP transaction is approved.;Card;binary;;var.;var.;;
9F7A;VLP Terminal Support Indicator;If present indicates offline and/or online support. If absent indicates online only support;Terminal;n 1;;1;1;;
9F7B;VLP Terminal Transaction Limit;;Terminal;H;;;;;
9F7C;Customer Exclusive Data (CED);Contains data for transmission to the issuer.;Card;binary;;var. up to 32;var. up to 32;;
9F7C;Merchant Custom Data;Proprietary merchant data that may be requested by the Card.;Card;binary;;20;20;;
9F7D;DS Summary 1;Contains the Card indication, obtained in the response to the GET PROCESSING OPTIONS command, about either the stored summary associated with DS ODS Card if present, or about a default zero-filled summary if DS ODS Card is not present and DS Unpredictable Number is present.;Card;binary;;8;16;;
9F7D;VISA Applet Data;;Card;H;;;;;
9F7E;Mobile Support Indicator;The Mobile Support Indicator informs the Card that the Kernel supports extensions for mobile and requires on device cardholder verification.;Card;binary;;1;1;;
9F7E;Application life cycle data (8 first bytes);;Card;H;;;;;
9F7F;DS Unpredictable Number;Contains the Card challenge (random), obtained in the response to the GET PROCESSING OPTIONS command, to be used by the Terminal in the summary calculation when providing DS ODS Term.;Card;binary;;4;4;;
9F7F;Card Production Life Cycle (CPLC) Data;;Card;H;;;;;
A5;File Control Information (FCI) Proprietary Template;Identifies the data object proprietary to this specification in the FCI template according to ISO/IEC 7816-4;Card;variable;'6F';var.;var.;constructed;
A5;File Control Information (FCI) Proprietary Template;Identifies the data object proprietary to this specification in the FCI template according to ISO/IEC 7816-4;Card;variable;'6F';var.;var.;constructed;
A5;File Control Information (FCI) Proprietary Template;Identifies the data object proprietary to this specification in the FCI template according to ISO/IEC 7816-4;Card;variable;'6F';var.;var.;constructed;
BF0C;File Control Information (FCI) Issuer Discretionary Data;Issuer discretionary part of the File Control Information Proprietary Template.;Card;variable;'A5';0;222;primitive;
BF0C;File Control Information (FCI) Issuer Discretionary Data;Issuer discretionary part of the File Control Information Proprietary Template.;Card;variable;'A5';0;222;primitive;
BF0C;File Control Information (FCI) Issuer Discretionary Data;Issuer discretionary part of the File Control Information Proprietary Template.;Card;variable;'A5';0;222;primitive;
BF50;Visa Fleet - CDO;;Card;H;;;;;
BF60;Integrated Data Storage Record Update Template;Part of the command data for the EXTENDED GET PROCESSING OPTIONS command. The IDS Record Update Template contains data to be updated in one or more IDS Records.;Data Exchange;binary;;var.;var.;;
C3;Card issuer action code -decline;;Card;H;;;;;
C4;Card issuer action code -default;;Card;H;;;;;
C5;Card issuer action code online;;Card;H;;;;;
C6;PIN Try Limit;;Card;H;;;;;
C7;CDOL 1 Related Data Length;;Card;H;;;;;
C8;Card risk management country code;;Card;H;;;;;
C9;Card risk management currency code;;Card;H;;;;;
CA;Lower cummulative offline transaction amount;;Card;H;;;;;
CB;Upper cumulative offline transaction amount;;Card;H;;;;;
CD;Card Issuer Action Code (PayPass) - Default;;Card;H;;3;3;;5800
CE;Card Issuer Action Code (PayPass) - Online;;Card;H;;3;3;;00F800
CF;Card Issuer Action Code (PayPass) - Decline;;Card;H;;3;3;;80800
D1;Currency conversion table;;Card;H;;;;;
D2;Integrated Data Storage Directory (IDSD);Directory of Integrated Data Storage records on the card.;Card;binary;;var.;var.;;
D3;Additional check table;;Card;H;;;;;
D5;Application Control;;Card;H;;;;;
D6;Default ARPC response code;;Card;H;;;;;
D7;Application Control (PayPass);;Card;H;;3;3;;80
D8;AIP (PayPass);;Card;H;;2;2;;
D9;AFL (PayPass);;Card;H;;12;16;;
DA;Static CVC3-TRACK1;;Card;H;;2;2;;0
DB;Static CVC3-TRACK2;;Card;H;;2;2;;0
DC;IVCVC3-TRACK1;;Card;H;;2;2;;0
DD;IVCVC3-TRACK2;;Card;H;;2;2;;0
DF01;Encrypted PIN Block in Tag 9F62 - ISO 95641 Format 0;;Card;H;;;;;
DF02;PEK Version Number;;Card;H;;;;;
DF03;PIN Try Limit;;Card;H;;;;;
DF04;PIN Try Counter (VSDC Application);;Card;H;;;;;
DF05;AIP - For VISA Contactless;;Card;H;;;;;
DF06;Products permitted;;Card;H;;;;;
DF07;Offline checks mandated;;Card;H;;;;;
DF08;UDKmac;;Card;H;;;;;
DF09;UDKenc;;Card;H;;;;;
DF0B;Retries Permitted Limit;;Card;H;;;;;
DF0C;Script Message Update;;Card;H;;;;;
DF0D;Fleet Issuer Action Code - Default;;Card;H;;;;;
DF0E;Fleet Issuer Action Code - Denial;;Card;H;;;;;
DF0F;Fleet Issuer Action Code - Online;;Card;H;;;;;
DF12;Vehicle Registration Number;;Card;A;;;;;
DF13;DDA Public Modulus;;Card;H;;;;;
DF14;Driver Name;;Card;A;;;;;
DF15;Driver ID;;Card;A;;;;;
DF16;Max Fill Volume;;Card;H;;;;;
DF17;DDA Public Modulus Length;;Card;H;;;;;
DF18;Mileage;;Card;H;;;;;
DF20;Issuer Proprietary Bitmap (IPB);;Card;H;;;;;
DF21;Internet Authentication Flag (IAF);;Card;H;;;;;
DF22;Encrypted PEK - RFU;;Card;H;;;;;
DF23;PEK Key Check Value - RFU;;Card;H;;;;;
DF24;MDK - Key derivation Index;;Card;H;;;;;
DF25;VISA DPA - MDK - Key derivation Index;;Card;H;;;;;
DF26;Encrypted PIN Block - ISO 9564-1 Format 1 PIN Block (Thales P3 Format 05);;Card;H;;;;;
DF40;qVSDC AIP;;Card;H;;;;;
DF41;VSDC AIP;;Card;H;;;;;
DF42;UDKac;;Card;H;;;;;
DF43;UDKmac;;Card;H;;;;;
DF44;UDKenc;;Card;H;;;;;
DF47;UDKcvc;;Card;H;;;;;
DF48;UDKac KCV;;Card;H;;;;;
DF49;UDKmac KCV;;Card;H;;;;;
DF4A;UDKenc KCV;;Card;H;;;;;
DF4B;UDKcvc KCV;;Card;H;;;;;
DF4B;POS Cardholder Interaction Information;The POS Cardholder Interaction Information informs the Kernel about the indicators set in the mobile phone that may influence the action flow of the merchant and cardholder.;;binary;;3;3;;
DF51;Grand Parent AC;;Card;H;;;;;
DF52;Parent AC;;Card;H;;;;;
DF53;Grand Parent MAC;;Card;H;;;;;
DF54;Parent MAC;;Card;H;;;;;
DF55;Grand Parent ENC;;Card;H;;;;;
DF56;Parent ENC/Terminal Action Code - Default;;Card/Terminal;H;;;;;
DF57;Terminal Action Code - Decline;;Terminal;H;;;;;
DF60;DS Input (Card);Contains Terminal provided data if permanent data storage in the Card was applicable (DS Slot Management Control[8]=1b), remains applicable, or becomes applicable (DS ODS Info[8]=1b). Otherwise this data item is a filler to be supplied by the Kernel. The data is forwarded to the Card with the GENERATE AC command, as per DSDOL formatting.;Card;binary;;8;8;;
DF60;DDA Component P;;Card;H;;;;;
DF61;DDA Component Q;;Card;H;;;;;
DF61;DS Digest H;Contains the result of OWHF2(DS Input (Term)) or OWHF2AES(DS Input (Term)), if DS Input (Term) is provided by the Terminal. This data object is to be supplied to the Card with the GENERATE AC command, as per DSDOL formatting.;Card;binary;;8;8;;
DF62;DS ODS Info;Contains Terminal provided data to be forwarded to the Card with the GENERATE AC command, as per DSDOL formatting.;Card;binary;;1;1;;
DF62;DDA Component D1;;Card;H;;;;;
DF63;DDA Component D2;;Card;H;;;;;
DF63;DS ODS Term;Contains Terminal provided data to be forwarded to the Card with the GENERATE AC command, as per DSDOL formatting.;Card;binary;;0;160;;
DF64;DDA Component Q Minus 1 Mod P;;Card;H;;;;;
DF65;DDA Private Exponent;;Card;H;;;;;
DF6B;Paypass Contactless;;Card;H;;;;;
DF79;Dynamic Data Authentication Keys;;Card;H;;;;;
DF8101;DS Summary 2;This data allows the Kernel to check the consistency between DS Summary 1 and DS Summary 2, and so to ensure that DS ODS Card is provided by a genuine Card. It is located in the ICC Dynamic Data recovered from the Signed Dynamic Application Data.;Card;binary;;8;16;;
DF8102;DS Summary 3;This data allows the Kernel to check whether the Card has seen the same transaction data as were sent by the Terminal/Kernel. It is located in the ICC Dynamic Data recovered from the Signed Dynamic Application Data.;Card;binary;;8;16;;
DF8104;Balance Read Before Gen AC;The presence of Balance Read Before Gen AC in the TLV Database is an indication to the Kernel to read the offline balance from the Card before the GENERATE AC command. The Kernel stores the offline balance read from the Card in Balance Read Before Gen AC.;;n 12;;6;6;;
DF8105;Balance Read After Gen AC;The presence of Balance Read After Gen AC in the TLV Database is an indication to the Kernel to read the offline balance from the Card after the GENERATE AC command. The Kernel stores the offline balance read from the Card in Balance Read After Gen AC.;;n 12;;6;6;;
DF8106;Data Needed;List of tags included in the DEK signal to request information from the Terminal.;Card;binary;;var.;var.;;
DF8107;CDOL1 Related Data;Command data field of the GENERATE AC command, coded according to CDOL1.;Card;binary;;var.;var.;;
DF8108;DS AC Type;Contains the AC type indicated by the Terminal for which IDS data must be stored in the Card.;Card;binary;;1;1;;
DF8109;DS Input (Term);Contains Terminal provided data if permanent data storage in the Card was applicable (DS Slot Management Control[8]=1b), remains applicable or becomes applicable (DS ODS Info[8]=1b). DS Input (Term) is used by the Kernel as input to calculate DS Digest H.;Card;binary;;8;8;;
DF810A;DS ODS Info For Reader;Contains instructions from the Terminal on how to proceed with the transaction if:;Card;binary;;1;1;;
;;- The AC requested by the Terminal does not match the AC proposed by the Kernel;;;;;;;
;;- The update of the slot data has failed;;;;;;;
DF810B;DS Summary Status;Information reported by the Kernel to the Terminal about:;Card;binary;;1;1;;
;;- The consistency between DS Summary 1 and DS Summary 2 (successful read);;;;;;;
;;- The difference between DS Summary 2 and DS Summary 3 (successful write);;;;;;;
;;This data object is part of the Discretionary Data.;;;;;;;
DF810C;Kernel ID;Contains a value that uniquely identifies each Kernel. There is one occurrence of this data object for each Kernel in the Reader.;;binary;;1;1;;
DF810D;DSVN Term;Integrated data storage support by the Kernel depends on the presence of this data object. If it is absent, or is present with a length of zero, integrated data storage is not supported. Its value is '02' for this version of data storage functionality. This variable length data item has an initial byte that defines the maximum version number supported by the Terminal and a variable number of subsequent bytes that define how the Terminal supports earlier versions of the specification. As this is the first version, no legacy support is described and no additional bytes are present.;Card;binary;;var.;var.;;
DF810E;Post-Gen AC Put Data Status;Information reported by the Kernel to the Terminal, about the processing of PUT DATA commands after processing the GENERATE AC command. Possible values are 'completed' or 'not completed'. In the latter case, this status is not specific about which of the PUT DATA commands failed, or about how many of these commands have failed or succeeded. This data object is part of the Discretionary Data provided by the Kernel to the Terminal.;;binary;;1;1;;
DF810F;Pre-Gen AC Put Data Status;Information reported by the Kernel to the Terminal, about the processing of PUT DATA commands before sending the GENERATE AC command. Possible values are 'completed' or 'not completed'. In the latter case, this status is not specific about which of the PUT DATA commands failed, or about how many of these commands have failed or succeeded. This data object is part of the Discretionary Data provided by the Kernel to the Terminal.;;binary;;1;1;;
DF8110;Proceed To First Write Flag;Indicates that the Terminal will send no more requests to read data other than as indicated in Tags To Read. This data item indicates the point at which the Kernel shifts from the Card reading phase to the Card writing phase. ;;binary;;1;1;;
;;If Proceed To First Write Flag is not present or is present with non zero length and value different from zero, then the Kernel proceeds without waiting. ;;;;;;;
;;If Proceed To First Write Flag is present with zero length, then the Kernel sends a DEK signal to the Terminal and waits for the DET signal. ;;;;;;;
;;If Proceed To First Write Flag is present with non zero length and value equal to zero, then the Kernel waits for a DET signal from the Terminal without sending a DEK signal.;;;;;;;
DF8111;PDOL Related Data;Command data field of the GET PROCESSING OPTIONS command, coded according to PDOL.;;binary;;var.;var.;;
DF8112;Tags To Read;List of tags indicating the data the Terminal has requested to be read. This data item is present if the Terminal wants any data back from the Card before the Data Record. This could be in the context of SDS, or for non data storage usage reasons, for example the PAN. This data item may contain configured data.;;binary;;var.;var.;;
;;This data object may be provided several times by the Terminal. Therefore, the values of each of these tags must be accumulated in the Tags To Read Yet buffer.;;;;;;;
DF8113;DRDOL Related Data;Command data field of the RECOVER AC command, coded according to DRDOL.;Card;binary;;var.;var.;;
DF8114;Reference Control Parameter;Working variable to store the reference control parameter of the GENERATE AC command.;;binary;;1;1;;
DF8115;Error Indication;Contains information regarding the nature of the error that has been encountered during the transaction processing. This data object is part of the Discretionary Data.;Card;binary;;6;6;;
DF8116;User Interface Request Data;Combines all parameters to be sent with the MSG signal.;;binary;;22;22;;
DF8117;Card Data Input Capability;Indicates the card data input capability of the Terminal and Reader. The Card Data Input Capability is coded according to Annex A.2 of [EMV Book 4].;Card;binary;;1;1;;
DF8118;CVM Capability - CVM Required;Indicates the CVM capability of the Terminal and Reader when the transaction amount is greater than the Reader CVM Required Limit. The CVM Capability - CVM Required is coded according to Annex A.2 of [EMV Book 4].;Card;binary;;1;1;;
DF8119;CVM Capability - No CVM Required;Indicates the CVM capability of the Terminal and Reader when the transaction amount is less than or equal to the Reader CVM Required Limit. The CVM Capability - No CVM Required is coded according to Annex A.2 of [EMV Book 4].;Card;binary;;1;1;;
DF811A;Default UDOL;The Default UDOL is the UDOL to be used for constructing the value field of the COMPUTE CRYPTOGRAPHIC CHECKSUM command if the UDOL in the Card is not present. The Default UDOL must contain as its only entry the tag and length of the Unpredictable Number (Numeric) and has the value: '9F6A04'.;Card;binary;;3;3;;
DF811B;Kernel Configuration;Indicates the Kernel configuration options.;;binary;;1;1;;
DF811C;Max Lifetime of Torn Transaction Log Record;Maximum time, in seconds, that a record can remain in the Torn Transaction Log.;;binary;;2;2;;
DF811D;Max Number of Torn Transaction Log Records;Indicates the maximum number of records that can be stored in the Torn Transaction Log.;;binary;;1;1;;
DF811E;Mag-stripe CVM Capability - CVM Required;Indicates the CVM capability of the Terminal/Reader in the case of a mag-stripe mode transaction when the Amount, Authorized (Numeric) is greater than the Reader CVM Required Limit.;;binary;;1;1;;
DF811F;Security Capability;Indicates the security capability of the Kernel. The Security Capability is coded according to Annex A.2 of [EMV Book 4].;;binary;;1;1;;
DF8120;Terminal Action Code - Default;Specifies the acquirer's conditions that cause a transaction to be rejected on an offline only Terminal.;;binary;;5;5;;
DF8121;Terminal Action Code - Denial;Specifies the acquirer's conditions that cause the denial of a transaction without attempting to go online.;;binary;;5;5;;
DF8122;Terminal Action Code - Online;Specifies the acquirer's conditions that cause a transaction to be transmitted online on an online capable Terminal.;;binary;;5;5;;
DF8123;Reader Contactless Floor Limit;Indicates the transaction amount above which transactions must be authorized online.;;n 12;;6;6;;
DF8124;Reader Contactless Transaction Limit (No On-device CVM);Indicates the transaction amount above which the transaction is not allowed, when on device cardholder verification is not supported.;;n 12;;6;6;;
DF8125;Reader Contactless Transaction Limit (On-device CVM);Indicates the transaction amount above which the transaction is not allowed, when on device cardholder verification is supported.;;n 12;;6;6;;
DF8126;Reader CVM Required Limit;Indicates the transaction amount above which the Kernel instantiates the CVM capabilities field in Terminal Capabilities with CVM Capability - CVM Required.;;n 12;;6;6;;
DF8127;Time Out Value;Defines the time in ms before the timer generates a TIMEOUT signal.;;binary;;2;2;;
DF8128;IDS Status;Indicates if the transaction performs an IDS read and/or write.;;binary;;1;1;;
DF8129;Outcome Parameter Set;This data object is used to indicate to the Terminal the outcome of the transaction processing by the Kernel. Its value is an accumulation of results about applicable parts of the transaction.;;binary;;8;8;;
DF812A;DD Card (Track1);If Track 1 Data is present, then DD Card (Track1) contains a copy of the discretionary data field of Track 1 Data as returned by the Card in the file read using the READ RECORD command during a mag-stripe mode transaction (i.e. without Unpredictable Number (Numeric), Application Transaction Counter, CVC3 (Track1) and nUN included).;Card;ans;;0;56;;
DF812B;DD Card (Track2);DD Card (Track2) contains a copy of the discretionary data field of Track 2 Data as returned by the Card in the file read using the READ RECORD command during a mag-stripe mode transaction (i.e. without Unpredictable Number (Numeric), Application Transaction Counter, CVC3 (Track2) and nUN included).;Card;cn;;0;8;;
DF812C;Mag-stripe CVM Capability - No CVM Required;Indicates the CVM capability of the Terminal/Reader in the case of a mag-stripe mode transaction when the Amount, Authorized (Numeric) is less than or equal to the Reader CVM Required Limit.;Card;binary;;1;1;;
DF812D;Message Hold Time;Indicates the default delay for the processing of the next MSG signal. The Message Hold Time is an integer in units of 100ms.;;n 6;;3;3;;
DF8130;Hold Time Value;Indicates the time that the field is to be turned off after the transaction is completed if requested to do so by the cardholder device. The Hold Time Value is in units of 100ms.;;binary;;1;1;;
DF8131;Phone Message Table;The Phone Message Table is a variable length list of entries of eight bytes each, and defines for the selected AID the message and status identifiers as a function of the POS Cardholder Interaction Information. Each entry in the Phone Message Table contains the fields shown in the table below.;;binary;;var.;var.;;
;;Note that the last entry in the Phone Message Table must always have PCII Mask and PCII Value set to '000000'.;;;;;;;
FF60;Visa International;;Card;H;;;;;
FF62;Visa Magnetic Stripe;;Card;H;;;;;
FF63;Visa Quick VSDC;;Card;H;;;;;
FF8101;Torn Record;A copy of a record from the Torn Transaction Log that is expired. Torn Record is sent to the Terminal as part of the Discretionary Data.;;binary;;var.;var.;;
FF8102;Tags To Write Before Gen AC;List of data objects indicating the Terminal data writing requests to be sent to the Card before processing the GENERATE AC command or the RECOVER AC command. This data object may be provided several times by the Terminal in a DET signal. Therefore, these values must be accumulated in Tags To Write Yet Before Gen AC buffer.;;binary;;var.;var.;;
FF8103;Tags To Write After Gen AC;Contains the Terminal data writing requests to be sent to the Card after processing the GENERATE AC command or the RECOVER AC command. The value of this data object is composed of a series of TLVs. This data object may be provided several times by the Terminal in a DET signal. Therefore, these values must be accumulated in Tags To Write Yet After Gen AC.;;binary;;var.;var.;;
FF8104;Data To Send;List of data objects that contains the accumulated data sent by the Kernel to the Terminal in a DEK signal. These data may correspond to Terminal reading requests, obtained from the Card by means of GET DATA or READ RECORD commands, or may correspond to data that the Kernel posts to the Terminal as part of its own processing.;Card;binary;;var.;var.;;
FF8105;Data Record;The Data Record is a list of TLV encoded data objects returned with the Outcome Parameter Set on the completion of transaction processing.;Card;binary;;var.;var.;;
FF8106;Discretionary Data;The Discretionary Data is a list of Kernel-specific data objects sent to the Terminal as a separate field in the OUT signal.;Card;binary;;var.;var.;;
